Indent_ID,Truck_Number,Customer_ID,Cluster_ID,MS_Requirement,HSD_Requirement,LDO_Requirement,FO_Requirement,LSHS_Requirement,SKO_Requirement,Latitude,Longitude,Sealing_Status,Customer_Satisfaction,Truck_Capacity
INDENT5377,Cluster77_Truck1535,Customer1377,Cluster77,15.28,32.69,35.25,29.82,47.05,13.38,18.617397,81.873787,Not Sealed,Good,430.0
INDENT8477,Cluster77_Truck1535,Customer477,Cluster77,25.33,34.17,46.37,44.99,6.02,14.87,18.095019,87.853536,Not Sealed,Good,430.0
INDENT8677,Cluster77_Truck1535,Customer677,Cluster77,46.54,10.93,46.3,49.32,26.92,22.12,13.580094,75.020437,Sealed,Good,430.0
INDENT8977,Cluster77_Truck1535,Customer977,Cluster77,34.37,37.4,37.12,12.59,31.61,52.81,17.70306,79.646635,Not Sealed,Bad,430.0
INDENT9877,Cluster77_Truck1535,Customer1877,Cluster77,6.46,16.72,51.13,6.22,25.0,11.42,17.657422,71.878042,Not Sealed,Moderate,430.0
INDENT14277,Cluster77_Truck1535,Customer277,Cluster77,46.09,29.59,5.04,14.93,41.64,15.38,13.669875,76.169731,Not Sealed,Moderate,430.0
INDENT16577,Cluster77_Truck1535,Customer577,Cluster77,51.66,38.43,29.98,12.21,11.94,14.31,16.705095,81.530285,Sealed,Good,430.0
INDENT1978,Cluster78_Truck1553,Customer1978,Cluster78,10.56,26.11,41.84,59.69,41.58,1.55,16.007467,70.566806,Not Sealed,Bad,480.0
INDENT3378,Cluster78_Truck1553,Customer1378,Cluster78,35.24,35.72,37.94,49.84,51.93,54.65,13.914973,78.07725,Sealed,Good,480.0
INDENT3878,Cluster78_Truck1553,Customer1878,Cluster78,58.49,26.71,45.0,37.93,0.61,58.96,26.291003,88.131438,Not Sealed,Good,480.0
INDENT5478,Cluster78_Truck1553,Customer1478,Cluster78,8.07,8.72,34.24,10.97,9.32,26.0,26.706846,71.431012,Sealed,Good,480.0
INDENT6078,Cluster78_Truck1553,Customer78,Cluster78,12.44,21.38,2.7,11.06,38.72,58.07,29.908672,77.139313,Not Sealed,Perfect,480.0
INDENT6978,Cluster78_Truck1553,Customer978,Cluster78,21.18,10.48,10.22,7.57,48.35,46.65,19.136011,74.786924,Sealed,Good,480.0
INDENT7978,Cluster78_Truck1553,Customer1978,Cluster78,54.38,51.43,42.98,58.65,6.58,36.46,26.390507,86.330324,Sealed,Good,480.0
INDENT8378,Cluster78_Truck1553,Customer378,Cluster78,40.21,52.21,14.92,23.36,25.21,51.89,15.427418,76.367072,Not Sealed,Bad,480.0
INDENT9078,Cluster78_Truck1553,Customer1078,Cluster78,9.12,8.48,7.98,44.08,46.24,21.42,21.546146,72.534053,Not Sealed,Perfect,480.0
INDENT10878,Cluster78_Truck1553,Customer878,Cluster78,46.87,2.96,0.7,19.72,28.26,47.83,15.931711,81.965203,Not Sealed,Moderate,480.0
INDENT11378,Cluster78_Truck1553,Customer1378,Cluster78,5.15,46.74,30.38,42.0,26.98,21.03,25.170914,71.089982,Sealed,Good,480.0
INDENT14178,Cluster78_Truck1553,Customer178,Cluster78,32.02,54.77,42.26,45.04,31.22,45.91,19.133115,88.82774,Sealed,Good,480.0
INDENT14278,Cluster78_Truck1553,Customer278,Cluster78,57.83,37.52,48.16,5.28,41.64,2.73,16.799663,83.116517,Sealed,Good,480.0
INDENT1984,Cluster84_Truck1675,Customer1984,Cluster84,22.04,52.46,48.86,47.82,8.32,42.99,24.895768,73.636883,Sealed,Good,270.0
INDENT3784,Cluster84_Truck1675,Customer1784,Cluster84,8.69,45.16,1.67,31.5,24.75,32.29,24.487516,72.530965,Sealed,Good,270.0
INDENT4284,Cluster84_Truck1675,Customer284,Cluster84,37.18,5.81,31.31,53.66,49.12,15.14,24.846795,75.373854,Sealed,Good,270.0
INDENT5384,Cluster84_Truck1675,Customer1384,Cluster84,29.55,17.48,44.63,45.58,10.35,59.01,27.278259,84.72305,Sealed,Good,270.0
INDENT9384,Cluster84_Truck1675,Customer1384,Cluster84,43.56,14.52,25.75,1.91,15.6,52.57,11.830465,85.726236,Not Sealed,Moderate,270.0
INDENT12584,Cluster84_Truck1675,Customer584,Cluster84,10.49,48.1,34.44,22.45,54.59,54.5,13.71977,85.192862,Not Sealed,Perfect,270.0
INDENT15284,Cluster84_Truck1675,Customer1284,Cluster84,44.37,47.37,23.87,42.86,37.55,12.98,29.51055,78.032277,Sealed,Good,270.0
INDENT1985,Cluster85_Truck1689,Customer1985,Cluster85,16.88,5.63,5.34,40.96,51.46,47.94,12.850633,77.268358,Not Sealed,Perfect,190.0
INDENT2685,Cluster85_Truck1689,Customer685,Cluster85,16.68,18.12,19.74,1.85,37.55,53.33,24.524301,74.470308,Sealed,Good,190.0
INDENT3785,Cluster85_Truck1689,Customer1785,Cluster85,4.5,45.02,55.03,45.43,30.07,38.88,15.153245,85.333263,Not Sealed,Bad,190.0
INDENT8385,Cluster85_Truck1689,Customer385,Cluster85,0.05,54.34,10.13,45.22,21.99,43.63,27.424859,78.480234,Sealed,Good,190.0
INDENT8685,Cluster85_Truck1689,Customer685,Cluster85,48.61,46.14,30.23,17.9,42.21,3.29,24.008115,82.747187,Not Sealed,Moderate,190.0
INDENT1989,Cluster89_Truck1775,Customer1989,Cluster89,12.6,25.99,12.31,12.2,48.59,15.9,28.931991,85.884195,Sealed,Good,340.0
INDENT3789,Cluster89_Truck1775,Customer1789,Cluster89,50.98,59.65,50.24,51.07,37.49,19.39,23.724149,74.617878,Sealed,Good,340.0
INDENT4489,Cluster89_Truck1775,Customer489,Cluster89,31.24,43.77,51.71,1.76,42.97,28.26,12.309852,80.837221,Not Sealed,Bad,340.0
INDENT6789,Cluster89_Truck1775,Customer789,Cluster89,57.58,46.15,24.82,25.67,45.85,1.32,25.511894,77.150725,Not Sealed,Moderate,340.0
INDENT6889,Cluster89_Truck1775,Customer889,Cluster89,39.34,18.9,58.06,8.8,19.92,1.88,17.705804,80.175572,Not Sealed,Moderate,340.0
INDENT9989,Cluster89_Truck1775,Customer1989,Cluster89,9.09,22.64,5.44,30.66,46.23,16.48,20.426999,76.737481,Not Sealed,Good,340.0
INDENT13289,Cluster89_Truck1775,Customer1289,Cluster89,11.64,57.77,31.04,24.35,56.33,55.47,11.837395,89.463327,Sealed,Good,340.0
INDENT17389,Cluster89_Truck1775,Customer1389,Cluster89,15.49,27.21,43.81,39.8,35.67,22.94,12.734418,80.198888,Sealed,Good,340.0
INDENT1995,Cluster95_Truck1894,Customer1995,Cluster95,25.12,57.86,48.07,13.44,49.18,8.1,22.902391,88.081047,Not Sealed,Perfect,350.0
INDENT3995,Cluster95_Truck1894,Customer1995,Cluster95,1.66,39.11,39.49,36.19,53.31,14.58,24.632009,82.749234,Sealed,Good,350.0
INDENT5295,Cluster95_Truck1894,Customer1295,Cluster95,16.3,53.84,14.45,36.42,19.76,43.49,18.392664,70.49789,Not Sealed,Good,350.0
INDENT6995,Cluster95_Truck1894,Customer995,Cluster95,40.2,45.08,11.63,19.28,5.65,2.31,20.415625,80.284037,Sealed,Good,350.0
INDENT8195,Cluster95_Truck1894,Customer195,Cluster95,53.77,3.17,22.09,35.37,41.52,40.74,21.9446,73.512073,Sealed,Good,350.0
INDENT13295,Cluster95_Truck1894,Customer1295,Cluster95,36.04,23.73,26.13,23.12,30.55,51.89,24.539981,89.732412,Sealed,Good,350.0
INDENT14295,Cluster95_Truck1894,Customer295,Cluster95,52.93,42.21,30.33,46.36,14.41,5.15,12.724541,75.993022,Not Sealed,Perfect,350.0
INDENT14595,Cluster95_Truck1894,Customer595,Cluster95,15.09,26.46,32.83,0.42,46.15,42.41,19.469885,79.848689,Sealed,Good,350.0
INDENT17195,Cluster95_Truck1894,Customer1195,Cluster95,37.59,16.69,10.28,43.33,20.48,24.84,10.733497,79.719668,Not Sealed,Moderate,350.0
INDENT17395,Cluster95_Truck1894,Customer1395,Cluster95,44.23,40.53,38.8,48.75,52.93,8.72,23.290532,85.103037,Not Sealed,Bad,350.0
INDENT1996,Cluster96_Truck1909,Customer1996,Cluster96,27.73,23.11,51.27,1.31,10.18,17.26,10.695026,87.554812,Not Sealed,Moderate,290.0
INDENT2196,Cluster96_Truck1909,Customer196,Cluster96,54.45,47.31,21.77,43.13,22.12,30.19,26.675325,80.05244,Not Sealed,Moderate,290.0
INDENT4896,Cluster96_Truck1909,Customer896,Cluster96,3.05,27.81,5.74,24.36,7.71,16.49,29.335472,86.615784,Sealed,Good,290.0
INDENT8196,Cluster96_Truck1909,Customer196,Cluster96,59.36,11.35,51.27,49.21,25.97,16.45,27.921655,88.575585,Not Sealed,Perfect,290.0
INDENT11696,Cluster96_Truck1909,Customer1696,Cluster96,52.61,20.64,49.35,43.25,45.07,15.61,22.572036,85.37716,Sealed,Good,290.0
INDENT14596,Cluster96_Truck1909,Customer596,Cluster96,35.98,29.02,0.32,37.11,38.4,36.52,21.109188,81.129904,Not Sealed,Good,290.0
INDENT16596,Cluster96_Truck1909,Customer596,Cluster96,49.71,13.82,10.68,46.12,58.88,7.67,23.44177,86.204026,Sealed,Good,290.0
INDENT1998,Cluster98_Truck1942,Customer1998,Cluster98,31.94,24.55,52.3,11.75,20.19,46.21,15.514754,70.979776,Sealed,Good,290.0
INDENT2298,Cluster98_Truck1942,Customer298,Cluster98,49.01,34.78,20.57,9.46,53.85,34.98,20.955303,81.475473,Not Sealed,Moderate,290.0
INDENT3198,Cluster98_Truck1942,Customer1198,Cluster98,6.26,22.04,15.3,18.02,36.69,14.6,11.667499,85.986349,Not Sealed,Good,290.0
INDENT7498,Cluster98_Truck1942,Customer1498,Cluster98,32.94,46.33,26.41,24.62,53.14,51.38,17.808498,78.151577,Not Sealed,Bad,290.0
INDENT12198,Cluster98_Truck1942,Customer198,Cluster98,0.9,43.78,17.91,31.23,10.87,48.58,27.400092,88.263185,Sealed,Good,290.0
INDENT13198,Cluster98_Truck1942,Customer1198,Cluster98,10.61,35.87,38.36,42.11,49.13,9.53,12.096751,72.296128,Not Sealed,Moderate,290.0
INDENT13798,Cluster98_Truck1942,Customer1798,Cluster98,40.13,51.27,19.89,56.47,57.28,11.44,17.247124,78.881942,Sealed,Good,290.0
INDENT1999,Cluster99_Truck1972,Customer1999,Cluster99,52.86,35.24,28.57,18.82,22.37,23.42,15.572685,88.130055,Sealed,Good,390.0
INDENT2399,Cluster99_Truck1972,Customer399,Cluster99,14.39,9.76,30.26,56.9,56.32,24.54,13.773766,79.079157,Sealed,Good,390.0
INDENT4899,Cluster99_Truck1972,Customer899,Cluster99,14.22,34.73,55.99,2.67,34.97,55.31,11.447233,72.680081,Not Sealed,Moderate,390.0
INDENT6099,Cluster99_Truck1972,Customer99,Cluster99,32.7,24.19,33.65,23.31,11.68,1.03,16.06458,72.460164,Not Sealed,Bad,390.0
INDENT6999,Cluster99_Truck1972,Customer999,Cluster99,42.37,25.52,1.72,50.11,48.95,54.94,13.090656,83.443603,Not Sealed,Perfect,390.0
INDENT7099,Cluster99_Truck1972,Customer1099,Cluster99,34.92,51.73,48.07,20.1,20.87,52.12,23.608981,81.40668,Not Sealed,Good,390.0
INDENT8899,Cluster99_Truck1972,Customer899,Cluster99,38.72,4.86,19.9,7.39,3.28,57.19,14.530757,86.985492,Not Sealed,Bad,390.0
INDENT10699,Cluster99_Truck1972,Customer699,Cluster99,52.27,56.6,16.54,22.51,2.22,56.52,16.286036,81.208408,Not Sealed,Good,390.0
INDENT11599,Cluster99_Truck1972,Customer1599,Cluster99,41.81,24.11,27.11,52.97,10.49,16.37,13.38337,89.356924,Not Sealed,Moderate,390.0
INDENT17999,Cluster99_Truck1972,Customer1999,Cluster99,59.26,55.02,12.88,45.58,10.4,24.14,15.089874,87.678826,Not Sealed,Perfect,390.0
INDENT2000,Cluster100_Truck1984,Customer2000,Cluster100,51.92,5.5,51.99,7.06,18.6,33.66,27.655415,74.68646,Not Sealed,Good,370.0
INDENT2400,Cluster100_Truck1984,Customer400,Cluster100,58.9,24.19,28.23,12.55,58.92,7.5,26.801227,82.227298,Sealed,Good,370.0
INDENT3400,Cluster100_Truck1984,Customer1400,Cluster100,59.26,36.17,1.62,20.67,54.76,16.48,22.532293,80.561495,Sealed,Good,370.0
INDENT3600,Cluster100_Truck1984,Customer1600,Cluster100,41.21,16.66,18.25,28.69,17.48,20.06,17.431021,85.636508,Not Sealed,Moderate,370.0
INDENT6500,Cluster100_Truck1984,Customer500,Cluster100,48.38,22.75,26.38,50.82,56.05,28.06,20.926473,81.096309,Sealed,Good,370.0
INDENT7100,Cluster100_Truck1984,Customer1100,Cluster100,10.48,19.28,6.95,38.78,20.81,20.44,25.979759,85.042607,Sealed,Good,370.0
INDENT8500,Cluster100_Truck1984,Customer500,Cluster100,5.1,11.92,10.98,39.41,12.77,46.74,17.748382,85.944289,Sealed,Good,370.0
INDENT9100,Cluster100_Truck1984,Customer1100,Cluster100,19.51,34.02,10.25,47.73,59.73,7.9,20.600314,75.399605,Sealed,Good,370.0
INDENT9300,Cluster100_Truck1984,Customer1300,Cluster100,53.25,10.66,32.63,14.28,53.01,18.22,14.574715,75.652235,Sealed,Good,370.0
INDENT10400,Cluster100_Truck1984,Customer400,Cluster100,18.95,42.0,27.84,1.3,7.98,8.98,10.777517,78.645534,Not Sealed,Bad,370.0
INDENT2003,Cluster3_Truck58,Customer3,Cluster3,34.72,37.31,24.51,44.57,58.32,16.09,10.390419,81.546158,Not Sealed,Perfect,470.0
INDENT3203,Cluster3_Truck58,Customer1203,Cluster3,4.23,12.97,34.37,49.66,19.98,21.23,19.360688,89.653482,Not Sealed,Perfect,470.0
INDENT3903,Cluster3_Truck58,Customer1903,Cluster3,20.42,8.52,15.92,33.87,55.9,47.25,25.385351,79.235953,Not Sealed,Good,470.0
INDENT5003,Cluster3_Truck58,Customer1003,Cluster3,2.19,59.13,41.84,22.12,41.23,29.42,12.38978,83.691735,Sealed,Good,470.0
INDENT6003,Cluster3_Truck58,Customer3,Cluster3,27.7,12.16,35.68,40.63,3.62,57.26,28.008185,75.341365,Not Sealed,Good,470.0
INDENT7403,Cluster3_Truck58,Customer1403,Cluster3,11.25,56.37,48.3,31.87,55.54,32.27,28.885854,74.134236,Sealed,Good,470.0
INDENT9703,Cluster3_Truck58,Customer1703,Cluster3,41.62,26.38,2.14,43.84,31.69,40.29,27.813782,80.574879,Not Sealed,Moderate,470.0
INDENT11103,Cluster3_Truck58,Customer1103,Cluster3,40.33,56.77,0.58,50.94,4.36,36.0,19.164618,84.789222,Sealed,Good,470.0
INDENT12003,Cluster3_Truck58,Customer3,Cluster3,41.62,8.96,59.18,39.88,55.44,50.39,26.458401,81.253377,Sealed,Good,470.0
INDENT12203,Cluster3_Truck58,Customer203,Cluster3,31.81,44.4,44.9,49.46,45.66,5.12,24.141483,85.586636,Sealed,Good,470.0
INDENT15403,Cluster3_Truck58,Customer1403,Cluster3,42.67,47.52,9.29,54.34,9.74,40.92,18.490578,85.668841,Not Sealed,Bad,470.0
INDENT2007,Cluster7_Truck138,Customer7,Cluster7,15.99,1.92,19.98,21.76,29.89,42.78,29.726751,74.800459,Sealed,Good,460.0
INDENT4407,Cluster7_Truck138,Customer407,Cluster7,50.68,18.31,57.49,19.66,49.0,42.45,22.40056,89.097806,Not Sealed,Moderate,460.0
INDENT7307,Cluster7_Truck138,Customer1307,Cluster7,55.05,17.18,22.21,1.35,31.64,36.29,29.782554,89.427891,Sealed,Good,460.0
INDENT9007,Cluster7_Truck138,Customer1007,Cluster7,26.84,13.35,22.5,39.12,31.07,8.49,17.992548,72.769749,Not Sealed,Good,460.0
INDENT10207,Cluster7_Truck138,Customer207,Cluster7,25.93,10.13,44.84,9.09,25.79,27.53,24.771492,83.112524,Not Sealed,Perfect,460.0
INDENT13407,Cluster7_Truck138,Customer1407,Cluster7,47.88,27.02,52.4,18.24,57.69,46.95,16.783464,78.874729,Sealed,Good,460.0
INDENT13507,Cluster7_Truck138,Customer1507,Cluster7,18.11,27.59,13.3,12.72,25.63,42.21,20.682345,73.76544,Sealed,Good,460.0
INDENT13707,Cluster7_Truck138,Customer1707,Cluster7,22.58,29.89,26.25,21.88,41.23,28.57,26.049773,82.477487,Sealed,Good,460.0
INDENT15807,Cluster7_Truck138,Customer1807,Cluster7,20.01,57.0,5.81,39.05,54.32,41.93,16.500988,75.065427,Sealed,Good,460.0
INDENT15907,Cluster7_Truck138,Customer1907,Cluster7,15.09,24.64,29.63,14.35,35.95,43.74,24.695929,82.648796,Not Sealed,Moderate,460.0
INDENT17807,Cluster7_Truck138,Customer1807,Cluster7,25.63,10.12,54.76,44.83,53.87,9.76,21.852921,74.670442,Not Sealed,Bad,460.0
INDENT17907,Cluster7_Truck138,Customer1907,Cluster7,56.77,39.47,2.96,42.87,18.81,39.9,29.133437,77.136947,Sealed,Good,460.0
INDENT2008,Cluster8_Truck155,Customer8,Cluster8,28.33,11.52,26.55,14.51,33.13,55.5,10.603917,88.487389,Sealed,Good,210.0
INDENT3108,Cluster8_Truck155,Customer1108,Cluster8,48.7,34.85,53.32,23.09,29.85,29.0,23.700805,77.672774,Sealed,Good,210.0
INDENT5408,Cluster8_Truck155,Customer1408,Cluster8,26.37,31.42,29.64,48.63,59.21,28.37,10.232645,70.58258,Not Sealed,Good,210.0
INDENT7808,Cluster8_Truck155,Customer1808,Cluster8,1.22,30.99,54.43,15.05,6.64,22.3,20.132393,88.535832,Not Sealed,Moderate,210.0
INDENT9908,Cluster8_Truck155,Customer1908,Cluster8,27.08,19.2,8.24,46.15,7.26,24.06,11.785693,86.639726,Not Sealed,Good,210.0
INDENT11308,Cluster8_Truck155,Customer1308,Cluster8,31.44,53.0,7.34,9.7,40.63,47.6,11.094996,85.510618,Not Sealed,Good,210.0
INDENT2009,Cluster9_Truck179,Customer9,Cluster9,28.75,25.72,17.84,42.23,49.94,38.93,23.000517,71.706934,Not Sealed,Good,390.0
INDENT2609,Cluster9_Truck179,Customer609,Cluster9,27.47,12.06,5.35,29.41,27.03,15.14,15.827095,75.453645,Not Sealed,Good,390.0
INDENT7009,Cluster9_Truck179,Customer1009,Cluster9,54.56,51.4,46.5,2.44,30.04,9.62,15.713111,84.506363,Not Sealed,Moderate,390.0
INDENT7709,Cluster9_Truck179,Customer1709,Cluster9,18.25,54.01,29.67,2.93,7.93,17.49,22.463479,88.159389,Not Sealed,Perfect,390.0
INDENT10009,Cluster9_Truck179,Customer9,Cluster9,9.62,47.68,28.88,36.74,59.85,39.52,27.642676,82.956856,Sealed,Good,390.0
INDENT11109,Cluster9_Truck179,Customer1109,Cluster9,46.98,14.48,4.55,15.48,9.94,14.49,20.552307,88.181979,Not Sealed,Good,390.0
INDENT14209,Cluster9_Truck179,Customer209,Cluster9,27.68,55.79,28.08,25.35,27.8,50.44,27.387467,78.756363,Not Sealed,Good,390.0
INDENT15209,Cluster9_Truck179,Customer1209,Cluster9,51.4,13.19,18.49,51.62,4.41,52.35,16.621308,82.617362,Not Sealed,Perfect,390.0
INDENT16109,Cluster9_Truck179,Customer109,Cluster9,26.52,21.92,1.89,55.11,17.89,36.5,15.834452,78.261724,Sealed,Good,390.0
INDENT17409,Cluster9_Truck179,Customer1409,Cluster9,33.35,54.8,48.67,46.84,49.89,18.48,26.512136,89.184509,Sealed,Good,390.0
INDENT17609,Cluster9_Truck179,Customer1609,Cluster9,46.77,32.42,13.52,58.16,53.34,36.68,13.304771,85.330506,Sealed,Good,390.0
INDENT2011,Cluster11_Truck214,Customer11,Cluster11,37.55,15.38,39.0,43.56,11.6,7.13,27.651844,84.971307,Sealed,Good,460.0
INDENT2411,Cluster11_Truck214,Customer411,Cluster11,34.63,5.22,1.14,15.25,7.13,40.12,20.573423,70.12293,Sealed,Good,460.0
INDENT2911,Cluster11_Truck214,Customer911,Cluster11,52.31,13.37,38.18,51.17,39.28,2.89,25.252933,81.102531,Sealed,Good,460.0
INDENT3111,Cluster11_Truck214,Customer1111,Cluster11,32.91,58.7,16.84,57.45,29.98,6.2,14.30665,82.241499,Not Sealed,Bad,460.0
INDENT8211,Cluster11_Truck214,Customer211,Cluster11,24.02,27.43,38.15,10.64,13.38,30.49,23.604114,80.702239,Sealed,Good,460.0
INDENT9011,Cluster11_Truck214,Customer1011,Cluster11,30.24,27.48,2.69,29.44,42.37,21.78,15.940167,78.328525,Sealed,Good,460.0
INDENT9411,Cluster11_Truck214,Customer1411,Cluster11,8.91,43.43,47.14,43.68,7.52,15.41,27.992397,78.737232,Sealed,Good,460.0
INDENT10411,Cluster11_Truck214,Customer411,Cluster11,30.08,40.02,24.04,30.05,18.73,7.15,17.869138,73.100163,Not Sealed,Good,460.0
INDENT10911,Cluster11_Truck214,Customer911,Cluster11,42.86,24.48,49.85,45.72,25.88,33.61,14.63715,84.393159,Not Sealed,Good,460.0
INDENT13211,Cluster11_Truck214,Customer1211,Cluster11,13.97,4.1,56.2,4.63,18.48,57.55,20.974452,76.054783,Not Sealed,Good,460.0
INDENT17211,Cluster11_Truck214,Customer1211,Cluster11,34.03,33.1,59.73,17.0,29.63,56.11,11.877666,72.329769,Sealed,Good,460.0
INDENT17311,Cluster11_Truck214,Customer1311,Cluster11,48.55,49.49,27.05,57.25,40.37,29.0,10.75142,73.183984,Not Sealed,Good,460.0
INDENT17411,Cluster11_Truck214,Customer1411,Cluster11,43.18,45.22,52.74,26.14,55.61,6.64,22.655498,83.595517,Sealed,Good,460.0
INDENT2012,Cluster12_Truck224,Customer12,Cluster12,4.45,33.75,29.44,12.97,24.13,51.15,10.93766,75.816066,Not Sealed,Good,550.0
INDENT2812,Cluster12_Truck224,Customer812,Cluster12,44.14,24.51,41.94,7.89,53.94,51.5,18.057928,80.069487,Sealed,Good,550.0
INDENT6612,Cluster12_Truck224,Customer612,Cluster12,26.88,18.27,6.77,39.66,17.2,51.7,14.686404,72.919509,Sealed,Good,550.0
INDENT7212,Cluster12_Truck224,Customer1212,Cluster12,52.6,0.02,0.49,37.86,50.82,42.34,11.739366,82.322056,Not Sealed,Good,550.0
INDENT7612,Cluster12_Truck224,Customer1612,Cluster12,3.26,45.34,43.92,59.07,38.2,17.55,26.559905,84.752263,Sealed,Good,550.0
INDENT9812,Cluster12_Truck224,Customer1812,Cluster12,28.86,39.41,39.87,23.14,44.65,38.2,18.802474,73.25065,Not Sealed,Perfect,550.0
INDENT12812,Cluster12_Truck224,Customer812,Cluster12,49.88,2.8,3.45,59.64,48.74,34.06,13.620373,80.865105,Not Sealed,Bad,550.0
INDENT13112,Cluster12_Truck224,Customer1112,Cluster12,59.42,50.33,33.87,5.6,34.66,49.06,21.545514,81.760926,Sealed,Good,550.0
INDENT13812,Cluster12_Truck224,Customer1812,Cluster12,9.21,37.62,29.12,42.85,30.88,19.58,15.837853,70.954993,Sealed,Good,550.0
INDENT14112,Cluster12_Truck224,Customer112,Cluster12,29.38,30.35,35.84,41.56,53.98,30.51,10.638988,71.607312,Sealed,Good,550.0
INDENT15212,Cluster12_Truck224,Customer1212,Cluster12,54.86,44.78,57.36,46.9,43.65,22.37,16.925423,89.810146,Sealed,Good,550.0
INDENT16412,Cluster12_Truck224,Customer412,Cluster12,5.37,34.02,42.66,15.7,19.2,10.46,12.571409,84.816975,Not Sealed,Perfect,550.0
INDENT16512,Cluster12_Truck224,Customer512,Cluster12,33.55,13.33,30.21,33.94,59.03,24.28,27.372727,76.975849,Sealed,Good,550.0
INDENT16812,Cluster12_Truck224,Customer812,Cluster12,58.07,44.52,39.22,12.63,28.15,27.98,17.790567,70.581923,Not Sealed,Moderate,550.0
INDENT2013,Cluster13_Truck258,Customer13,Cluster13,42.88,18.17,53.82,12.13,55.04,42.84,26.930742,83.469462,Not Sealed,Good,620.0
INDENT2613,Cluster13_Truck258,Customer613,Cluster13,30.29,53.57,50.28,18.32,59.04,3.58,19.946583,75.933327,Sealed,Good,620.0
INDENT2813,Cluster13_Truck258,Customer813,Cluster13,19.6,38.88,23.22,7.64,51.36,1.44,28.674446,81.274456,Sealed,Good,620.0
INDENT3013,Cluster13_Truck258,Customer1013,Cluster13,24.26,32.73,14.29,42.14,37.49,34.62,28.624465,80.222288,Not Sealed,Perfect,620.0
INDENT7313,Cluster13_Truck258,Customer1313,Cluster13,51.86,37.7,32.47,17.1,28.99,33.88,24.116439,81.041141,Not Sealed,Good,620.0
INDENT11113,Cluster13_Truck258,Customer1113,Cluster13,19.09,3.61,11.15,13.4,9.3,7.03,18.891553,86.723313,Sealed,Good,620.0
INDENT13313,Cluster13_Truck258,Customer1313,Cluster13,28.65,48.37,47.71,52.57,39.62,1.96,14.160241,80.728931,Sealed,Good,620.0
INDENT13713,Cluster13_Truck258,Customer1713,Cluster13,50.6,12.03,21.49,13.47,41.46,11.14,15.38982,79.844475,Sealed,Good,620.0
INDENT14213,Cluster13_Truck258,Customer213,Cluster13,52.34,50.15,56.72,57.07,41.97,27.8,12.608803,86.124977,Not Sealed,Moderate,620.0
INDENT14413,Cluster13_Truck258,Customer413,Cluster13,26.78,12.13,37.25,48.38,4.04,0.56,24.267515,82.742245,Not Sealed,Perfect,620.0
INDENT14713,Cluster13_Truck258,Customer713,Cluster13,31.69,25.97,0.18,30.41,24.65,38.05,16.657743,75.875197,Not Sealed,Good,620.0
INDENT15413,Cluster13_Truck258,Customer1413,Cluster13,45.59,41.52,55.77,14.74,54.64,8.9,20.687967,73.959919,Sealed,Good,620.0
INDENT15913,Cluster13_Truck258,Customer1913,Cluster13,12.09,22.05,23.57,6.27,39.89,55.44,15.515473,80.022049,Not Sealed,Moderate,620.0
INDENT16713,Cluster13_Truck258,Customer713,Cluster13,14.14,42.6,49.58,45.77,54.09,19.67,28.088275,85.370545,Not Sealed,Good,620.0
INDENT16913,Cluster13_Truck258,Customer913,Cluster13,42.63,44.63,12.02,54.63,24.16,3.12,24.626536,79.004376,Not Sealed,Good,620.0
INDENT17513,Cluster13_Truck258,Customer1513,Cluster13,56.43,58.7,8.49,11.94,47.14,3.65,28.171737,78.748848,Not Sealed,Perfect,620.0
INDENT2015,Cluster15_Truck298,Customer15,Cluster15,47.31,35.56,11.02,4.29,6.13,15.98,20.255708,70.348655,Sealed,Good,230.0
INDENT2515,Cluster15_Truck298,Customer515,Cluster15,53.83,50.65,4.45,23.31,29.84,28.91,21.946753,85.746337,Not Sealed,Good,230.0
INDENT10315,Cluster15_Truck298,Customer315,Cluster15,57.81,0.36,52.26,31.79,53.68,21.76,13.093007,80.712385,Not Sealed,Bad,230.0
INDENT10715,Cluster15_Truck298,Customer715,Cluster15,52.33,53.92,13.94,21.35,31.59,38.09,16.753649,88.375203,Sealed,Good,230.0
INDENT12015,Cluster15_Truck298,Customer15,Cluster15,12.74,33.17,10.65,50.37,10.9,54.21,24.144143,80.314805,Not Sealed,Moderate,230.0
INDENT2017,Cluster17_Truck340,Customer17,Cluster17,28.18,35.35,9.34,34.66,45.57,24.92,19.757741,81.427021,Not Sealed,Good,440.0
INDENT3117,Cluster17_Truck340,Customer1117,Cluster17,19.4,9.17,15.25,30.55,59.11,15.33,18.916587,75.688182,Not Sealed,Perfect,440.0
INDENT3317,Cluster17_Truck340,Customer1317,Cluster17,44.98,11.76,4.58,58.28,55.2,29.59,20.5901,71.430525,Sealed,Good,440.0
INDENT3917,Cluster17_Truck340,Customer1917,Cluster17,18.92,1.6,49.49,26.25,58.31,27.4,11.374699,72.676899,Not Sealed,Good,440.0
INDENT4917,Cluster17_Truck340,Customer917,Cluster17,24.63,35.55,12.72,14.45,54.96,51.19,17.519899,77.517455,Sealed,Good,440.0
INDENT10017,Cluster17_Truck340,Customer17,Cluster17,1.23,54.22,17.95,23.17,5.82,32.84,26.283907,84.917139,Not Sealed,Moderate,440.0
